date,equity,cash,positions
2023-01-03,99950.02498750624,0.0,5
2023-01-04,101720.62271002648,0.0,5
2023-01-05,101463.89730503947,0.0,5
2023-01-06,103891.61402303464,0.0,5
2023-01-09,102376.24817128337,0.0,5
2023-01-10,102307.2965040175,720.0789148962797,5
2023-01-11,103423.40468634071,720.0789148962797,5
2023-01-12,105026.82652338922,720.0789148962797,5
2023-01-13,105639.19661487716,720.0789148962797,5
2023-01-17,104995.78174869732,720.0789148962797,5
2023-01-18,103281.33980933893,0.0,5
2023-01-19,102139.74767368266,0.0,5
2023-01-20,104848.32697698474,0.0,5
2023-01-23,106215.41409869652,0.0,5
2023-01-24,106206.34011451583,0.0,5
2023-01-25,106932.55047815549,0.0,5
2023-01-26,107639.7552147277,0.0,5
2023-01-27,107866.9262956269,0.0,5
2023-01-30,105779.9475876513,0.0,5
2023-01-31,106745.61711913694,0.0,5
2023-02-01,108218.03838392826,0.0,5
2023-02-02,111256.84760988163,0.0,5
2023-02-03,110521.3049730497,0.0,5
2023-02-06,109988.02632854079,0.0,5
2023-02-07,110308.18947282042,0.0,5
2023-02-08,108276.1158027218,0.0,5
2023-02-09,107882.74044186628,0.0,5
2023-02-10,105949.04345368911,0.0,5
2023-02-13,107877.41773522705,0.0,5
2023-02-14,109799.03900813259,0.0,5
2023-02-15,110828.8670287402,0.0,5
2023-02-16,108608.47622055163,0.0,5
2023-02-17,107445.82138051814,0.0,5
2023-02-21,104919.99845972746,0.0,5
2023-02-22,104975.07696911242,0.0,5
2023-02-23,108155.1229300125,0.0,5
2023-02-24,107070.83638383349,0.0,5
2023-02-27,106613.61344849513,0.0,5
2023-02-28,107044.95710178057,0.0,5
2023-03-01,106797.55203500218,0.0,5
2023-03-02,107541.9995504726,0.0,5
2023-03-03,110438.30655519207,0.0,5
2023-03-06,109875.15277692996,0.0,5
2023-03-07,109352.31768616698,0.0,5
2023-03-08,109104.60485862523,0.0,5
2023-03-09,106024.71557821927,0.0,5
2023-03-10,104697.92098535536,0.0,5
2023-03-13,104582.52223431684,0.0,5
2023-03-14,107341.65072077066,0.0,5
2023-03-15,106870.40002683512,0.0,5
2023-03-16,110134.26965627207,1100.6208698932237,5
2023-03-17,109348.97423536882,1100.6208698932237,5
2023-03-20,109928.55746665096,1100.6208698932237,5
2023-03-21,111620.45098291867,1100.6208698932237,5
2023-03-22,110377.2669369086,1100.6208698932237,5
2023-03-23,112161.49128477616,0.0,5
2023-03-24,112327.01976871466,0.0,5
2023-03-27,112588.01480542422,0.0,5
2023-03-28,112936.31135817905,0.0,5
2023-03-29,114294.58751711933,0.0,5
2023-03-30,115010.08764689328,28.473523553555406,5
2023-03-31,115005.93389746762,28.473523553555406,5
2023-04-03,115090.3911782853,28.473523553555406,5
2023-04-04,114110.95733804164,28.473523553555406,5
2023-04-05,113661.73046980935,28.473523553555406,5
2023-04-06,113940.51301725421,695.4536055918838,5
2023-04-10,112935.86691445384,695.4536055918838,5
2023-04-11,112192.11902636802,695.4536055918838,5
2023-04-12,112559.05605064421,695.4536055918838,5
2023-04-13,113807.27477374252,695.4536055918838,5
2023-04-14,112673.07620045722,0.0,5
2023-04-17,112074.8435165066,0.0,5
2023-04-18,112887.96973907488,0.0,5
2023-04-19,114967.37978560876,0.0,5
2023-04-20,114166.54423518735,0.0,5
2023-04-21,112043.40770752907,0.0,5
2023-04-24,112024.41941601,0.0,5
2023-04-25,111080.28517211505,0.0,5
2023-04-26,108904.33815056199,0.0,5
2023-04-27,110480.19177309895,0.0,5
2023-04-28,111239.22719066613,0.0,5
2023-05-01,111389.24136091859,0.0,5
2023-05-02,110993.58400328537,0.0,5
2023-05-03,112520.01944717398,0.0,5
2023-05-04,111195.47729720596,0.0,5
2023-05-05,111953.87944093658,0.0,5
2023-05-08,112757.53458835583,0.0,5
2023-05-09,111673.11605599275,0.0,5
2023-05-10,112210.8282206853,0.0,5
2023-05-11,112734.6811972614,0.0,5
2023-05-12,112377.43173711307,0.0,5
2023-05-15,111694.08334634287,0.0,5
2023-05-16,112472.69515866952,0.0,5
2023-05-17,113151.78043622996,0.0,5
2023-05-18,114695.6391894496,0.0,5
2023-05-19,114870.1042605789,0.0,5
2023-05-22,116190.4604979987,0.0,5
2023-05-23,114612.03456960704,0.0,5
2023-05-24,113505.47006834131,0.0,5
2023-05-25,122571.57959135374,0.0,5
2023-05-26,125335.32579764946,0.0,5
2023-05-30,126877.51772239109,0.0,5
2023-05-31,126473.45892258016,0.0,5
2023-06-01,127564.38026615759,0.0,5
2023-06-02,128930.47458543372,0.0,5
2023-06-05,129757.25834809901,0.0,5
2023-06-06,130100.62329403631,0.0,5
2023-06-07,129289.79450691969,0.0,5
2023-06-08,132357.58406888868,0.0,5
2023-06-09,134540.75768972992,0.0,5
2023-06-12,138555.66123218683,0.0,5
2023-06-13,141144.1001083671,0.0,5
2023-06-14,141892.39728627825,0.0,5
2023-06-15,141868.9096705731,0.0,5
2023-06-16,141186.2448453509,0.0,5
2023-06-20,140884.80661329726,0.0,5
2023-06-21,137975.93765868718,0.0,5
2023-06-22,137851.60305230712,0.0,5
2023-06-23,138768.4217842885,0.0,5
2023-06-26,137467.738223898,0.0,5
2023-06-27,140202.98917739294,314.14442950037113,5
2023-06-28,140865.5318346602,314.14442950037113,5
2023-06-29,139860.65023646833,314.14442950037113,5
2023-06-30,141800.52222036477,314.14442950037113,5
2023-07-03,143127.87049916902,314.14442950037113,5
2023-07-05,144658.95851894488,0.0,5
2023-07-06,143040.27782759734,0.0,5
2023-07-07,142092.75853103396,0.0,5
2023-07-10,141658.2655454172,0.0,5
2023-07-11,142777.3240057389,0.0,5
2023-07-12,143337.97552137013,0.0,5
2023-07-13,145431.62921239427,0.0,5
2023-07-14,145042.51804169378,0.0,5
2023-07-17,146307.72423631264,0.0,5
2023-07-18,147801.49516960012,0.0,5
2023-07-19,147406.81406961652,0.0,5
2023-07-20,143218.30889880587,0.0,5
2023-07-21,142309.25588736884,0.0,5
2023-07-24,142459.24474950746,0.0,5
2023-07-25,143241.3064372387,0.0,5
2023-07-26,143485.1164027418,0.0,5
2023-07-27,143135.81212639797,0.0,5
2023-07-28,144134.74372622822,0.0,5
2023-07-31,144075.00253158595,0.0,5
2023-08-01,143009.57408344437,0.0,5
2023-08-02,139306.3639901777,0.0,5
2023-08-03,137925.93600056626,0.0,5
2023-08-04,137185.29199015303,0.0,5
2023-08-07,139171.65976759145,0.0,5
2023-08-08,137598.1897161163,0.0,5
2023-08-09,136662.84321950228,0.0,5
2023-08-10,136657.55613109664,0.0,5
2023-08-11,135611.40249817658,0.0,5
2023-08-14,136725.12817614916,0.0,5
2023-08-15,135736.62879189017,0.0,5
2023-08-16,134700.39364632702,0.0,5
2023-08-17,133343.27043431628,0.0,5
2023-08-18,132857.55455252732,0.0,5
2023-08-21,132928.82716102988,0.0,5
2023-08-22,132466.64098911596,0.0,5
2023-08-23,132310.25540495256,0.0,5
2023-08-24,130281.8455923161,0.0,5
2023-08-25,131258.37054078205,0.0,5
2023-08-28,131712.6177110929,0.0,5
2023-08-29,133235.04540430108,0.0,5
2023-08-30,133086.82755807485,0.0,5
2023-08-31,133463.88332058227,0.0,5
2023-09-01,133646.50314269032,0.0,5
2023-09-05,132776.81647121388,0.0,5
2023-09-06,131740.790232228,0.0,5
2023-09-07,132031.45678105514,0.0,5
2023-09-08,131423.48025932556,0.0,5
2023-09-11,132787.94025531813,0.0,5
2023-09-12,127737.88030547494,0.0,5
2023-09-13,128388.59324360335,0.0,5
2023-09-14,128988.95480124862,51.43042147186527,5
2023-09-15,127010.32880293965,51.43042147186527,5
2023-09-18,126158.82707594252,51.43042147186527,5
2023-09-19,123965.83722640184,51.43042147186527,5
2023-09-20,121432.5772749853,51.43042147186527,5
2023-09-21,118307.21223418592,1011.3921429385136,5
2023-09-22,118273.16313980494,1011.3921429385136,5
2023-09-25,119503.27683260349,1011.3921429385136,5
2023-09-26,118230.57130038124,1011.3921429385136,5
2023-09-27,120664.21153778423,1011.3921429385136,5
2023-09-28,120624.72725989702,0.0,5
2023-09-29,118284.0875393481,0.0,5
2023-10-02,117267.22434940058,0.0,5
2023-10-03,116933.39847071869,0.0,5
2023-10-04,114799.05771794921,0.0,5
2023-10-05,113919.58477009388,0.0,5
2023-10-06,116097.28883506698,0.0,5
2023-10-09,116712.65007097904,0.0,5
2023-10-10,116662.40731070621,0.0,5
2023-10-11,118962.0358662955,0.0,5
2023-10-12,118391.66179056367,0.0,5
2023-10-13,116729.76466252876,0.0,5
2023-10-16,117969.2785367009,0.0,5
2023-10-17,116147.11583118586,0.0,5
2023-10-18,114794.89890213052,0.0,5
2023-10-19,112367.3865483144,0.0,5
2023-10-20,110070.14694411513,0.0,5
2023-10-23,111158.91233876863,0.0,5
2023-10-24,112275.81938911862,0.0,5
2023-10-25,107711.79211738595,0.0,5
2023-10-26,104571.39713735817,0.0,5
2023-10-27,103138.20351460406,0.0,5
2023-10-30,105147.89627591315,0.0,5
2023-10-31,105864.73177117246,0.0,5
2023-11-01,106292.19072030924,0.0,5
2023-11-02,108483.39901760647,0.0,5
2023-11-03,108442.51493035529,0.0,5
2023-11-06,108000.5733626019,0.0,5
2023-11-07,107490.5752003914,0.0,5
2023-11-08,106391.6004205872,0.0,5
2023-11-09,105237.57478076489,0.0,5
2023-11-10,108127.0927349795,0.0,5
2023-11-13,108170.31590312847,0.0,5
2023-11-14,110634.94561127857,0.0,5
2023-11-15,111477.6367150293,0.0,5
2023-11-16,112159.97493216196,0.0,5
2023-11-17,112346.10416941914,0.0,5
2023-11-20,114301.97801904744,0.0,5
2023-11-21,113293.59526481017,0.0,5
2023-11-22,113398.84572839785,0.0,5
2023-11-24,112983.45836448792,0.0,5
2023-11-27,113234.91605942938,0.0,5
2023-11-28,112794.18107903816,0.0,5
2023-11-29,113406.82848913663,0.0,5
2023-11-30,113304.49324672032,0.0,5
2023-12-01,113303.68872283208,0.0,5
2023-12-04,111499.0387911076,0.0,5
2023-12-05,111651.98333216677,0.0,5
2023-12-06,111042.95432213678,0.0,5
2023-12-07,112367.7050076139,0.0,5
2023-12-08,113413.4054367079,0.0,5
2023-12-11,113929.45153363077,0.0,5
2023-12-12,115605.49684492312,0.0,5
2023-12-13,117592.36826196125,0.0,5
2023-12-14,117036.05877994846,0.0,5
2023-12-15,118621.99466030812,0.0,5
2023-12-18,118837.11806013118,0.0,5
2023-12-19,119354.83752963894,0.0,5
2023-12-20,116626.90645547713,0.0,5
2023-12-21,118304.75934748097,0.0,5
2023-12-22,117767.4753134365,0.0,5
2023-12-26,118463.1812554012,0.0,5
2023-12-27,118658.03610695188,0.0,5
2023-12-28,118345.46217805633,0.0,5
2023-12-29,117756.66438568175,0.0,5
