date,symbol,side,shares,price
2022-01-03,TSLA,buy,50.00916839841167,399.9266662597656
2022-01-03,MU,buy,213.64326210858948,93.61399841308594
2022-01-03,ABBV,buy,174.07345184632314,114.89402770996094
2022-01-03,FCX,buy,514.2798568458513,38.88933181762695
2022-01-03,UBER,buy,453.9254753398997,43.95000076293945
2022-01-10,TSLA,sell,50.00916839841167,352.7066650390625
2022-01-10,ABBV,sell,174.07345184632314,115.71701049804688
2022-01-10,FCX,sell,514.2798568458513,39.02058410644531
2022-01-10,MU,sell,2.743905816495129,91.79547882080078
2022-01-10,EOG,buy,241.41888331713676,80.1909408569336
2022-01-10,WFC,buy,389.0792141242714,49.75749588012695
2022-01-10,CAT,buy,94.31899605937976,204.8783264160156
2022-01-18,UBER,sell,453.9254753398997,38.40999984741211
2022-01-18,EOG,sell,241.41888331713676,87.04948425292969
2022-01-18,CAT,sell,94.31899605937976,212.4858856201172
2022-01-18,COP,buy,259.98523610052774,74.98094940185547
2022-01-18,MU,buy,3.795807041737646,90.79822540283205
2022-01-18,WFC,sell,6.56075756593566,50.96208953857422
2022-01-18,SLB,buy,571.5039093390097,34.10989761352539
2022-01-18,FCX,buy,466.4928686703365,41.66225051879883
2022-01-25,MU,sell,214.695163333832,78.91927337646484
2022-01-25,COP,sell,259.98523610052774,74.63822937011719
2022-01-25,FCX,sell,466.4928686703365,37.27871322631836
2022-01-25,WFC,buy,0.7054375215697632,48.175323486328125
2022-01-25,C,buy,335.81148050839363,54.977081298828125
2022-01-25,MRK,buy,264.7170939742582,69.74213409423828
2022-01-25,RTX,buy,203.48706538193056,82.20233154296875
2022-01-25,SLB,sell,47.69695928122121,35.24568557739258
2022-02-01,WFC,sell,383.2238940799055,49.98223114013672
2022-02-01,SLB,sell,523.8069500577885,35.90898513793945
2022-02-01,C,sell,335.81148050839363,57.07807159423828
2022-02-01,RTX,sell,203.48706538193056,82.58463287353516
2022-02-01,LMT,buy,54.755353425866296,345.7192687988281
2022-02-01,PM,buy,223.846333641549,84.56685638427734
2022-02-01,MO,buy,522.2750662288472,36.24523162841797
2022-02-01,MRK,sell,1.4396682159556349,71.9012680053711
2022-02-01,CVX,buy,165.99835573121425,113.58629608154295
2022-02-08,MRK,sell,263.27742575830257,67.50399780273438
2022-02-08,LMT,sell,54.755353425866296,353.7858581542969
2022-02-08,PM,sell,223.846333641549,85.05829620361328
2022-02-08,MO,sell,522.2750662288472,36.08777618408203
2022-02-08,EOG,buy,204.87775313508877,91.87686920166016
2022-02-08,SLB,buy,530.9026346684618,35.45570373535156
2022-02-08,CVX,sell,2.282411015631311,114.97674560546876
2022-02-08,ABBV,buy,153.01034999429191,123.0212631225586
2022-02-08,UPS,buy,101.58054886566575,184.5655517578125
2022-02-15,CVX,sell,163.71594471558294,114.32752227783205
2022-02-15,EOG,sell,204.87775313508877,91.3578872680664
2022-02-15,UPS,sell,101.58054886566575,178.05821228027344
2022-02-15,ABBV,sell,1.658270636147762,124.09281158447266
2022-02-15,NOW,buy,158.720421783271,118.33200073242188
2022-02-15,SLB,sell,16.903184943914198,36.540321350097656
2022-02-15,XOM,buy,276.3694214036688,67.95869445800781
2022-02-15,BKNG,buy,180.9681270612705,103.47340393066406
2022-02-23,SLB,sell,513.9994497245476,36.2213134765625
2022-02-23,ABBV,sell,151.35207935814415,125.80726623535156
2022-02-23,XOM,sell,276.3694214036688,66.89561462402344
2022-02-23,BKNG,sell,180.9681270612705,96.98145294189452
2022-02-23,MU,buy,211.6942813427511,85.36225128173828
2022-02-23,NOW,buy,13.479883328945704,104.94000244140624
2022-02-23,AXP,buy,100.84848637296926,179.18663024902344
2022-02-23,ABNB,buy,120.4392245234596,150.0399932861328
2022-02-23,ISRG,buy,65.08875185684339,276.5
2022-03-02,NOW,sell,172.2003051122167,117.41200256347656
2022-03-02,MU,sell,211.6942813427511,91.21864318847656
2022-03-02,AXP,sell,100.84848637296926,170.9930419921875
2022-03-02,ABNB,sell,120.4392245234596,157.52999877929688
2022-03-02,ISRG,sell,65.08875185684339,299.010009765625
2022-03-02,LMT,buy,47.04469869848546,404.75640869140625
2022-03-02,FCX,buy,420.3209110352527,45.30263137817383
2022-03-02,ABBV,buy,148.51209617173603,128.2161102294922
2022-03-02,RTX,buy,206.51245194773156,92.2057876586914
2022-03-02,COP,buy,224.41557683549206,84.4258804321289
2022-03-09,FCX,sell,420.3209110352527,44.20204544067383
2022-03-09,ABBV,sell,148.51209617173603,127.59033966064452
2022-03-09,RTX,sell,206.51245194773156,90.17384338378906
2022-03-09,CVX,buy,132.40088766004274,141.5852813720703
2022-03-09,NEM,buy,277.1857872702236,67.62979125976562
2022-03-09,LMT,sell,0.5982702517286427,403.6051330566406
2022-03-09,COP,buy,1.8489856843988548,82.84999084472656
2022-03-09,SLB,buy,481.7960940032055,38.7916259765625
2022-03-16,COP,sell,226.26456251989092,81.65301513671875
2022-03-16,SLB,sell,481.7960940032055,34.526004791259766
2022-03-16,LMT,buy,0.2104785851449904,378.97796630859375
2022-03-16,ABBV,buy,132.18069904063617,133.77096557617188
2022-03-16,NEM,sell,3.635339198382212,64.63867950439453
2022-03-16,CVX,sell,0.7370630719754274,134.29611206054688
2022-03-16,WMT,buy,384.5168229293917,45.892696380615234
2022-03-23,LMT,sell,46.65690703190181,400.4840393066406
2022-03-23,CVX,sell,131.6638245880673,141.2361297607422
2022-03-23,ABBV,sell,132.18069904063617,135.8026123046875
2022-03-23,WMT,sell,384.5168229293917,44.992530822753906
2022-03-23,NVDA,buy,717.1338472784676,25.587417602539062
2022-03-23,NEM,sell,12.33515290944564,70.2470474243164
