symbol,date,close,high,low,open,volume
UNH,2018-01-02,191.99392700195312,193.1137989169002,190.98690197601178,191.87239041237365,3485000
UNH,2018-01-03,194.00790405273438,194.29438590704112,191.43827030836187,192.39319657622693,2417600
UNH,2018-01-04,194.85000610351562,196.28241554146285,194.6069329709838,194.7545121409858,2749100
UNH,2018-01-05,198.56558227539062,198.8433877309618,195.08441710665832,195.49243559047025,2432800
UNH,2018-01-08,195.119140625,198.54823390730454,194.9889275937831,198.0447214424434,2850800
UNH,2018-01-09,196.09144592285156,196.74253757002253,193.85168906700417,195.11914005546066,2672200
UNH,2018-01-10,194.6330108642578,195.3361877856125,193.61730939491272,195.17993213486466,2311600
UNH,2018-01-11,195.66603088378906,196.1261345165993,194.19890248062416,194.61559736106727,2543600
UNH,2018-01-12,198.48748779296875,199.58131715337126,196.64707270345158,197.4544201071187,3943800
UNH,2018-01-16,202.1856231689453,204.00868479979536,200.75322706362843,202.5936415982642,6852600
UNH,2018-01-17,206.98631286621094,207.4464296924523,203.01032594052617,203.72217906058913,5124800
UNH,2018-01-18,211.0925750732422,211.7349769557505,207.09053162336386,207.70689090233765,6234200
UNH,2018-01-19,211.2574920654297,212.12561405748573,209.27817498326118,211.97802166192469,4293600
UNH,2018-01-22,211.43983459472656,211.6481886852386,209.52996846109218,211.46587720022893,4012200
UNH,2018-01-23,212.87222290039062,214.40878945776305,210.44147840613724,210.94499080645696,3300000
UNH,2018-01-24,212.5596923828125,214.695265239342,211.57003376104458,213.56670390836317,2733300
UNH,2018-01-25,212.84622192382812,213.72303393598824,211.7350264250962,212.47293568829102,2420500
UNH,2018-01-26,215.70230102539062,215.93669770334122,212.22113614442222,212.68991625383129,2615300
UNH,2018-01-29,214.78208923339844,217.7163328868055,214.77339953475308,216.40547330106256,2564700
UNH,2018-01-30,205.44107055664062,210.72794372119904,201.49112596625105,202.16826008154587,11565500
UNH,2018-01-31,205.5540008544922,214.4262119807852,204.6685123834476,210.81481996826574,5187400
UNH,2018-02-01,204.19969177246094,206.45681464546976,202.99300252215437,204.23441082976436,4268300
UNH,2018-02-02,201.3001708984375,205.13726925984702,200.70116448800718,202.2724634797198,3959900
UNH,2018-02-05,191.00424194335938,202.3679578737708,180.98610476791808,200.35390809802087,6290000
UNH,2018-02-06,195.4837646484375,196.63836884676977,182.48798656977536,184.21554139383716,7064800
UNH,2018-02-07,196.03933715820312,199.0517086304316,192.29771981492678,193.00958628862642,5589200
UNH,2018-02-08,187.91372680664062,196.74252750084662,187.74009177908678,195.61396605421072,4902400
UNH,2018-02-09,191.82029724121094,193.8343339630882,184.05059254488384,189.25064956544287,6225300
UNH,2018-02-12,195.9264678955078,197.9318277147582,192.85330841558567,193.10507122852113,4912000
UNH,2018-02-13,196.75119018554688,197.1678850802328,193.06167129858747,193.72143931904785,3536800
UNH,2018-02-14,198.6089630126953,199.09510924486327,194.38988928853573,195.28405394694994,2878400
UNH,2018-02-15,196.2129364013672,199.6680582215754,192.49737533418056,199.03433287623727,4662700
